n,regime,shortlist,arm,mean,seeds,list_mean,best,pos1,liar_frac,recovery
10000,cartel,tfidf,camel,0.2577777777777777,3,0.32094097,0.52878475,0.29010415,0.7999999999999999,-0.3038974437408872
10000,cartel,tfidf,crewai,0.3033333333333333,3,0.32094097,0.52878475,0.29010415,0.7999999999999999,-0.08471573215869833
10000,cartel,tfidf,langgraph,0.2855555555555555,3,0.32094097,0.52878475,0.29010415,0.7999999999999999,-0.17025005862979642
10000,cartel,tfidf,llama,0.3188888888888889,3,0.32094097,0.52878475,0.29010415,0.7999999999999999,-0.009873196496487312
10000,cartel,tfidf,maf,0.2766666666666666,3,0.32094097,0.52878475,0.29010415,0.7999999999999999,-0.21301722186534544
10000,cartel,tfidf,openai,0.311111111111111,3,0.32094097,0.52878475,0.29010415,0.7999999999999999,-0.047294464327593225
10000,cartel,tfidf,smol,0.2777777777777777,3,0.32094097,0.52878475,0.29010415,0.7999999999999999,-0.20767132646090206
10000,cartel,embed,autogen,0.3855555555555556,3,0.45512846,0.6994445,0.38749996,0.6458333333333334,-0.28476604988834164
10000,cartel,embed,camel,0.3899999999999999,3,0.45512846,0.6994445,0.38749996,0.6458333333333334,-0.26657467383355626
10000,cartel,embed,langgraph,0.4255555555555555,3,0.45512846,0.6994445,0.38749996,0.6458333333333334,-0.12104366539526842
10000,cartel,embed,llama,0.441111111111111,3,0.45512846,0.6994445,0.38749996,0.6458333333333334,-0.05737384920351788
10000,cartel,embed,maf,0.4288888888888888,3,0.45512846,0.6994445,0.38749996,0.6458333333333334,-0.1074001333541791
10000,cartel,embed,openai,0.4544444444444444,3,0.45512846,0.6994445,0.38749996,0.6458333333333334,-0.0027997210391599177
10000,cartel,embed,smol,0.3955555555555556,3,0.45512846,0.6994445,0.38749996,0.6458333333333334,-0.2438354537650732
10000,cartel,sota,autogen,0.3933333333333333,3,0.37607637,0.59524304,0.29322916,0.6541666666666667,0.07873899416096572
10000,cartel,sota,camel,0.4766666666666666,3,0.37607637,0.59524304,0.29322916,0.6541666666666667,0.4589671317324748
10000,cartel,sota,langgraph,0.3955555555555555,3,0.37607637,0.59524304,0.29322916,0.6541666666666667,0.08887841116287244
10000,cartel,sota,llama,0.4177777777777778,3,0.37607637,0.59524304,0.29322916,0.6541666666666667,0.19027258118194193
10000,cartel,sota,maf,0.4088888888888888,3,0.37607637,0.59524304,0.29322916,0.6541666666666667,0.1497149131743138
10000,cartel,sota,openai,0.4066666666666667,3,0.37607637,0.59524304,0.29322916,0.6541666666666667,0.1395754961724073
10000,cartel,sota,smol,0.3366666666666666,3,0.37607637,0.59524304,0.29322916,0.6541666666666667,-0.17981613938766064
10000,cartel,va_cohort,autogen,0.6211111111111111,3,0.44665623,0.835625,0.8313195,0.4833333333333334,0.4485061510513878
10000,cartel,va_cohort,camel,0.5133333333333333,3,0.44665623,0.835625,0.8313195,0.4833333333333334,0.17142020669812832
10000,cartel,va_cohort,langgraph,0.5533333333333333,3,0.44665623,0.835625,0.8313195,0.4833333333333334,0.2742562272828433
10000,cartel,va_cohort,llama,0.5788888888888889,3,0.44665623,0.835625,0.8313195,0.4833333333333334,0.3399570182119667
10000,cartel,va_cohort,maf,0.5222222222222223,3,0.44665623,0.835625,0.8313195,0.4833333333333334,0.194272655716954
10000,cartel,va_cohort,openai,0.4766666666666667,3,0.44665623,0.835625,0.8313195,0.4833333333333334,0.07715385449547313
10000,cartel,va_cohort,smol,0.5577777777777778,3,0.44665623,0.835625,0.8313195,0.4833333333333334,0.28568245179225615
100000,beta0,tfidf,adk,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.0,-inf
100000,beta0,tfidf,autogen,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.0,-inf
100000,beta0,tfidf,camel,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.0,-inf
100000,beta0,tfidf,crewai,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.0,-inf
100000,beta0,tfidf,langgraph,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.0,-inf
100000,beta0,tfidf,llama,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.0,-inf
100000,beta0,tfidf,maf,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.0,-inf
100000,beta0,tfidf,magentic,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.0,-inf
100000,beta0,tfidf,openai,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.0,-inf
100000,beta0,tfidf,smol,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.0,-inf
100000,beta0,embed,autogen,0.3811111111111111,3,0.4551042,0.70020837,0.38541666,0.0,-0.3018842672769101
100000,beta0,embed,camel,0.4866666666666666,3,0.4551042,0.70020837,0.38541666,0.0,0.12877163787952242
100000,beta0,embed,langgraph,0.4166666666666667,3,0.4551042,0.70020837,0.38541666,0.0,-0.15682122554000635
100000,beta0,embed,llama,0.4244444444444444,3,0.4551042,0.70020837,0.38541666,0.0,-0.12508868516005892
100000,beta0,embed,maf,0.4866666666666666,3,0.4551042,0.70020837,0.38541666,0.0,0.12877163787952242
100000,beta0,embed,magentic,0.6011111111111112,3,0.4551042,0.70020837,0.38541666,0.0,0.5956933034701818
100000,beta0,embed,openai,0.4577777777777778,3,0.4551042,0.70020837,0.38541666,0.0,0.010907916468288514
100000,beta0,embed,smol,0.4277777777777777,3,0.4551042,0.70020837,0.38541666,0.0,-0.11148902499722434
100000,beta0,dense_icomp,autogen,0.4433333333333333,3,0.4851562,0.75072926,0.42822918,0.0,-0.1574816203170717
100000,beta0,dense_icomp,camel,0.5011111111111112,3,0.4851562,0.75072926,0.42822918,0.0,0.0600772652228308
100000,beta0,dense_icomp,langgraph,0.4033333333333333,3,0.4851562,0.75072926,0.42822918,0.0,-0.30809931030623466
100000,beta0,dense_icomp,llama,0.5233333333333333,3,0.4851562,0.75072926,0.42822918,0.0,0.1437537596612544
100000,beta0,dense_icomp,maf,0.4755555555555555,3,0.4851562,0.75072926,0.42822918,0.0,-0.0361507033813571
100000,beta0,dense_icomp,magentic,0.6266666666666666,3,0.4851562,0.75072926,0.42822918,0.0,0.5328494587999253
100000,beta0,dense_icomp,openai,0.441111111111111,3,0.4851562,0.75072926,0.42822918,0.0,-0.16584926976091435
100000,beta0,dense_icomp,smol,0.4766666666666666,3,0.4851562,0.75072926,0.42822918,0.0,-0.03196687865943588
100000,beta0,dense_idemo,autogen,0.4288888888888889,3,0.47287497,0.72583324,0.4096875,0.0,-0.17388670754093963
100000,beta0,dense_idemo,camel,0.4566666666666666,3,0.47287497,0.72583324,0.4096875,0.0,-0.0640750061666428
100000,beta0,dense_idemo,langgraph,0.43,3,0.47287497,0.72583324,0.4096875,0.0,-0.1694942394859677
100000,beta0,dense_idemo,llama,0.4422222222222222,3,0.47287497,0.72583324,0.4096875,0.0,-0.12117709088127716
100000,beta0,dense_idemo,maf,0.4622222222222222,3,0.47287497,0.72583324,0.4096875,0.0,-0.04211266589178326
100000,beta0,dense_idemo,magentic,0.6188888888888888,3,0.47287497,0.72583324,0.4096875,0.0,0.5772253298592516
100000,beta0,dense_idemo,openai,0.431111111111111,3,0.47287497,0.72583324,0.4096875,0.0,-0.16510177143099625
100000,beta0,dense_idemo,smol,0.4488888888888889,3,0.47287497,0.72583324,0.4096875,0.0,-0.09482228255144572
100000,beta0,sota,autogen,0.3633333333333333,3,0.3728403,0.5828472,0.24677084,0.0,-0.04526971399129615
100000,beta0,sota,camel,0.4466666666666666,3,0.3728403,0.5828472,0.24677084,0.0,0.3515426585429145
100000,beta0,sota,langgraph,0.411111111111111,3,0.3728403,0.5828472,0.24677084,0.0,0.18223604626165096
100000,beta0,sota,llama,0.3311111111111111,3,0.3728403,0.5828472,0.24677084,0.0,-0.1987038313711909
100000,beta0,sota,maf,0.4388888888888889,3,0.3728403,0.5828472,0.24677084,0.0,0.3145068371063885
100000,beta0,sota,magentic,0.5122222222222222,3,0.3728403,0.5828472,0.24677084,0.0,0.663701724936494
100000,beta0,sota,openai,0.4111111111111111,3,0.3728403,0.5828472,0.24677084,0.0,0.1822360462616515
100000,beta0,sota,smol,0.3077777777777777,3,0.3728403,0.5828472,0.24677084,0.0,-0.3098112956807701
100000,beta0,sota_icomp,autogen,0.4155555555555555,3,0.42782292,0.73770833,0.35010418,0.0,-0.03958676869326777
100000,beta0,sota_icomp,camel,0.4177777777777778,3,0.42782292,0.73770833,0.35010418,0.0,-0.032415659202762716
100000,beta0,sota_icomp,langgraph,0.3888888888888888,3,0.42782292,0.73770833,0.35010418,0.0,-0.12564008257932593
100000,beta0,sota_icomp,llama,0.4277777777777778,3,0.42782292,0.73770833,0.35010418,0.0,-0.00014566649549095173
100000,beta0,sota_icomp,maf,0.431111111111111,3,0.42782292,0.73770833,0.35010418,0.0,0.010610997740265825
100000,beta0,sota_icomp,magentic,0.5533333333333333,3,0.42782292,0.73770833,0.35010418,0.0,0.40502201971803187
100000,beta0,sota_icomp,openai,0.4144444444444444,3,0.42782292,0.73770833,0.35010418,0.0,-0.043172323438520205
100000,beta0,sota_icomp,smol,0.4055555555555555,3,0.42782292,0.73770833,0.35010418,0.0,-0.07185676140053954
100000,beta0,sota_idemo,autogen,0.4255555555555555,3,0.40991667,0.6991666,0.3769792,0.0,0.05406703675934358
100000,beta0,sota_idemo,camel,0.421111111111111,3,0.40991667,0.6991666,0.3769792,0.0,0.03870162424730115
100000,beta0,sota_idemo,langgraph,0.4233333333333333,3,0.40991667,0.6991666,0.3769792,0.0,0.046384330503322455
100000,beta0,sota_idemo,llama,0.4011111111111111,3,0.40991667,0.6991666,0.3769792,0.0,-0.030442732056888158
100000,beta0,sota_idemo,maf,0.4399999999999999,3,0.40991667,0.6991666,0.3769792,0.0,0.10400462742348028
100000,beta0,sota_idemo,magentic,0.5211111111111111,3,0.40991667,0.6991666,0.3769792,0.0,0.38442340576824957
100000,beta0,sota_idemo,openai,0.4055555555555555,3,0.40991667,0.6991666,0.3769792,0.0,-0.01507731954484611
100000,beta0,sota_idemo,smol,0.3466666666666667,3,0.40991667,0.6991666,0.3769792,0.0,-0.21866903532940424
100000,beta0,declared,autogen,0.61,3,0.61426044,0.7498958,0.62711805,0.0,-0.031410943300708837
100000,beta0,declared,camel,0.6055555555555556,3,0.61426044,0.7498958,0.62711805,0.0,-0.06417853370582817
100000,beta0,declared,langgraph,0.63,3,0.61426044,0.7498958,0.62711805,0.0,0.116043213522331
100000,beta0,declared,llama,0.6055555555555555,3,0.61426044,0.7498958,0.62711805,0.0,-0.06417853370582899
100000,beta0,declared,maf,0.64,3,0.61426044,0.7498958,0.62711805,0.0,0.18977029193385092
100000,beta0,declared,magentic,0.6344444444444445,3,0.61426044,0.7498958,0.62711805,0.0,0.14881080392745116
100000,beta0,declared,openai,0.6255555555555555,3,0.61426044,0.7498958,0.62711805,0.0,0.08327562311721086
100000,beta0,declared,smol,0.611111111111111,3,0.61426044,0.7498958,0.62711805,0.0,-0.023219045699429213
100000,beta0,va_cohort,autogen,0.6655555555555556,3,0.46249652,0.83809024,0.8357291,0.0,0.5406347993721977
100000,beta0,va_cohort,camel,0.4733333333333333,3,0.46249652,0.83809024,0.8357291,0.0,0.028852490373725833
100000,beta0,va_cohort,langgraph,0.5499999999999999,3,0.46249652,0.83809024,0.8357291,0.0,0.23297375812456134
100000,beta0,va_cohort,llama,0.61,3,0.46249652,0.83809024,0.8357291,0.0,0.392720837233911
100000,beta0,va_cohort,maf,0.5488888888888889,3,0.46249652,0.83809024,0.8357291,0.0,0.23001547888179572
100000,beta0,va_cohort,magentic,0.66,3,0.46249652,0.83809024,0.8357291,0.0,0.5258434031583691
100000,beta0,va_cohort,openai,0.4844444444444444,3,0.46249652,0.83809024,0.8357291,0.0,0.058435282801383194
100000,beta0,va_cohort,smol,0.5533333333333333,3,0.46249652,0.83809024,0.8357291,0.0,0.24184859585285873
100000,cartel,tfidf,adk,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.7291666666666666,-inf
100000,cartel,tfidf,autogen,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.7291666666666666,-inf
100000,cartel,tfidf,camel,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.7291666666666666,-inf
100000,cartel,tfidf,crewai,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.7291666666666666,-inf
100000,cartel,tfidf,langgraph,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.7291666666666666,-inf
100000,cartel,tfidf,llama,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.7291666666666666,-inf
100000,cartel,tfidf,maf,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.7291666666666666,-inf
100000,cartel,tfidf,magentic,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.7291666666666666,-inf
100000,cartel,tfidf,openai,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.7291666666666666,-inf
100000,cartel,tfidf,smol,0.3788888888888888,3,0.38388887,0.38388887,0.38388887,0.7291666666666666,-inf
100000,cartel,embed,autogen,0.3777777777777777,3,0.4551042,0.70020837,0.38541666,0.6375,-0.3154839274397451
100000,cartel,embed,camel,0.4855555555555555,3,0.4551042,0.70020837,0.38541666,0.6375,0.12423841782524438
100000,cartel,embed,langgraph,0.4322222222222222,3,0.4551042,0.70020837,0.38541666,0.6375,-0.09335614478011126
100000,cartel,embed,llama,0.4244444444444444,3,0.4551042,0.70020837,0.38541666,0.6375,-0.12508868516005892
100000,cartel,embed,maf,0.4877777777777777,3,0.4551042,0.70020837,0.38541666,0.6375,0.13330485793380067
100000,cartel,embed,magentic,0.4977777777777777,3,0.4551042,0.70020837,0.38541666,0.6375,0.1741038384223049
100000,cartel,embed,openai,0.4544444444444444,3,0.4551042,0.70020837,0.38541666,0.6375,-0.0026917436945465235
100000,cartel,embed,smol,0.4277777777777777,3,0.4551042,0.70020837,0.38541666,0.6375,-0.11148902499722434
100000,cartel,dense_icomp,autogen,0.4444444444444444,3,0.4851562,0.75072926,0.42822918,0.5145833333333333,-0.15329779559515047
100000,cartel,dense_icomp,camel,0.5022222222222222,3,0.4851562,0.75072926,0.42822918,0.5145833333333333,0.06426108994475181
100000,cartel,dense_icomp,langgraph,0.4355555555555555,3,0.4851562,0.75072926,0.42822918,0.5145833333333333,-0.18676839337052026
100000,cartel,dense_icomp,llama,0.5122222222222222,3,0.4851562,0.75072926,0.42822918,0.5145833333333333,0.1019155124420426
100000,cartel,dense_icomp,maf,0.4755555555555555,3,0.4851562,0.75072926,0.42822918,0.5145833333333333,-0.0361507033813571
100000,cartel,dense_icomp,magentic,0.6088888888888889,3,0.4851562,0.75072926,0.42822918,0.5145833333333333,0.4659082632491866
100000,cartel,dense_icomp,openai,0.45,3,0.4851562,0.75072926,0.42822918,0.5145833333333333,-0.13237867198554437
100000,cartel,dense_icomp,smol,0.4766666666666666,3,0.4851562,0.75072926,0.42822918,0.5145833333333333,-0.03196687865943588
100000,cartel,dense_idemo,autogen,0.4277777777777777,3,0.47287497,0.72583324,0.4096875,0.5020833333333333,-0.17827917559591175
100000,cartel,dense_idemo,camel,0.4566666666666666,3,0.47287497,0.72583324,0.4096875,0.5020833333333333,-0.0640750061666428
100000,cartel,dense_idemo,langgraph,0.4188888888888888,3,0.47287497,0.72583324,0.4096875,0.5020833333333333,-0.2134189200356868
100000,cartel,dense_idemo,llama,0.441111111111111,3,0.47287497,0.72583324,0.4096875,0.5020833333333333,-0.1255695589362493
100000,cartel,dense_idemo,maf,0.4633333333333333,3,0.47287497,0.72583324,0.4096875,0.5020833333333333,-0.03772019783681135
100000,cartel,dense_idemo,magentic,0.5711111111111111,3,0.47287497,0.72583324,0.4096875,0.5020833333333333,0.3883492034954611
100000,cartel,dense_idemo,openai,0.4366666666666667,3,0.47287497,0.72583324,0.4096875,0.5020833333333333,-0.14313943115613625
100000,cartel,dense_idemo,smol,0.4511111111111111,3,0.47287497,0.72583324,0.4096875,0.5020833333333333,-0.08603734644150211
100000,cartel,sota,autogen,0.3699999999999999,3,0.3728403,0.5828472,0.24677084,0.65625,-0.013524724188559614
100000,cartel,sota,camel,0.4344444444444444,3,0.3728403,0.5828472,0.24677084,0.65625,0.2933435105712304
100000,cartel,sota,langgraph,0.3799999999999999,3,0.3728403,0.5828472,0.24677084,0.65625,0.03409276051554572
100000,cartel,sota,llama,0.4022222222222222,3,0.3728403,0.5828472,0.24677084,0.65625,0.13990939319133566
100000,cartel,sota,maf,0.441111111111111,3,0.3728403,0.5828472,0.24677084,0.65625,0.32508850037396697
100000,cartel,sota,magentic,0.4855555555555555,3,0.3728403,0.5828472,0.24677084,0.65625,0.5367217657255463
100000,cartel,sota,openai,0.42,3,0.3728403,0.5828472,0.24677084,0.65625,0.22456269933196732
100000,cartel,sota,smol,0.3044444444444444,3,0.3728403,0.5828472,0.24677084,0.65625,-0.32568379058213837
100000,cartel,sota_icomp,autogen,0.4144444444444444,3,0.42782292,0.73770833,0.35010418,0.56875,-0.043172323438520205
100000,cartel,sota_icomp,camel,0.4222222222222222,3,0.42782292,0.73770833,0.35010418,0.56875,-0.018073440221753143
100000,cartel,sota_icomp,langgraph,0.3888888888888888,3,0.42782292,0.73770833,0.35010418,0.56875,-0.12564008257932593
100000,cartel,sota_icomp,llama,0.4266666666666667,3,0.42782292,0.73770833,0.35010418,0.56875,-0.00373122124074339
100000,cartel,sota_icomp,maf,0.42,3,0.42782292,0.73770833,0.35010418,0.56875,-0.025244549712258018
100000,cartel,sota_icomp,magentic,0.5277777777777778,3,0.42782292,0.73770833,0.35010418,0.56875,0.3225542605772263
100000,cartel,sota_icomp,openai,0.4155555555555555,3,0.42782292,0.73770833,0.35010418,0.56875,-0.03958676869326777
100000,cartel,sota_icomp,smol,0.4077777777777777,3,0.42782292,0.73770833,0.35010418,0.56875,-0.06468565191003484
100000,cartel,sota_idemo,autogen,0.4255555555555555,3,0.40991667,0.6991666,0.3769792,0.6020833333333334,0.05406703675934358
100000,cartel,sota_idemo,camel,0.4177777777777777,3,0.40991667,0.6991666,0.3769792,0.6020833333333334,0.027177564863269662
100000,cartel,sota_idemo,langgraph,0.3744444444444444,3,0.40991667,0.6991666,0.3769792,0.6020833333333334,-0.12263520712914101
100000,cartel,sota_idemo,llama,0.4011111111111111,3,0.40991667,0.6991666,0.3769792,0.6020833333333334,-0.030442732056888158
100000,cartel,sota_idemo,maf,0.441111111111111,3,0.40991667,0.6991666,0.3769792,0.6020833333333334,0.10784598055149083
100000,cartel,sota_idemo,magentic,0.5233333333333333,3,0.40991667,0.6991666,0.3769792,0.6020833333333334,0.3921061120242707
100000,cartel,sota_idemo,openai,0.4033333333333333,3,0.40991667,0.6991666,0.3769792,0.6020833333333334,-0.022760025800867036
100000,cartel,sota_idemo,smol,0.3444444444444444,3,0.40991667,0.6991666,0.3769792,0.6020833333333334,-0.22635174158542554
100000,cartel,declared,autogen,0.5311111111111111,3,0.52671874,0.74708337,0.5670139,0.42083333333333334,0.019932306794400143
100000,cartel,declared,camel,0.5377777777777778,3,0.52671874,0.74708337,0.5670139,0.42083333333333334,0.05018519565383676
100000,cartel,declared,langgraph,0.5377777777777778,3,0.52671874,0.74708337,0.5670139,0.42083333333333334,0.05018519565383676
100000,cartel,declared,llama,0.5288888888888889,3,0.52671874,0.74708337,0.5670139,0.42083333333333334,0.009848010507921275
100000,cartel,declared,maf,0.5633333333333334,3,0.52671874,0.74708337,0.5670139,0.42083333333333334,0.166154602948343
100000,cartel,declared,magentic,0.57,3,0.52671874,0.74708337,0.5670139,0.42083333333333334,0.1964074918077791
100000,cartel,declared,openai,0.5499999999999999,3,0.52671874,0.74708337,0.5670139,0.42083333333333334,0.10564882522946978
100000,cartel,declared,smol,0.5366666666666667,3,0.52671874,0.74708337,0.5670139,0.42083333333333334,0.04514304751059757
100000,cartel,va_cohort,autogen,0.6666666666666666,3,0.4591736,0.83809024,0.8357291,0.5104166666666666,0.5475955626876637
100000,cartel,va_cohort,camel,0.48,3,0.4591736,0.83809024,0.8357291,0.5104166666666666,0.054963037384658665
100000,cartel,va_cohort,langgraph,0.5355555555555556,3,0.4591736,0.83809024,0.8357291,0.5104166666666666,0.2015798603915055
100000,cartel,va_cohort,llama,0.5933333333333333,3,0.4591736,0.83809024,0.8357291,0.5104166666666666,0.35406135631862595
100000,cartel,va_cohort,maf,0.5244444444444444,3,0.4591736,0.83809024,0.8357291,0.5104166666666666,0.17225649579013597
100000,cartel,va_cohort,magentic,0.6200000000000001,3,0.4591736,0.83809024,0.8357291,0.5104166666666666,0.42443743136191286
100000,cartel,va_cohort,openai,0.4588888888888888,3,0.4591736,0.83809024,0.8357291,0.5104166666666666,-0.0007513553579433161
100000,cartel,va_cohort,smol,0.5366666666666667,3,0.4591736,0.83809024,0.8357291,0.5104166666666666,0.2045121968516426
