group,regime,arm,key,b,chosen,value,ci_lo,ci_hi,b_invariant
"RouterEval n = 5,000",honest,MIDIAN,midian,1,midian,0.7016908212560387,0.6699433830239252,0.733438259488152,False
"RouterEval n = 5,000",β=0.5 cartel,MIDIAN,midian,5,midian,0.8671497584541062,0.846196435298433,0.8881030816097795,False
"RouterEval n = 5,000",β=0.5 cartel,MIDIAN,midian,3,midian,0.7971014492753623,0.7833842793579704,0.8108186191927542,False
"RouterEval n = 5,000",β=0.5 cartel,MIDIAN,midian,1,midian,0.6968599033816425,0.665389337630929,0.7283304691323559,False
"RouterEval n = 5,000",honest,MIDIAN w/o defenses,midian_wo_defenses,3,midian_wo_defenses,0.7210144927536233,0.6873493723073277,0.7546796131999188,False
"RouterEval n = 5,000",β=0.5 cartel,MIDIAN w/o defenses,midian_wo_defenses,3,midian_wo_defenses,0.6642512077294686,0.6472140869810797,0.6812883284778573,False
"RouterEval n = 5,000",honest,flat probe argmax,flat_probe_argmax_online,3,flat_probe_argmax_online,0.6896135265700483,0.6695129022015781,0.7097141509385185,False
"RouterEval n = 5,000",β=0.5 cartel,flat probe argmax,flat_probe_argmax_online,3,flat_probe_argmax_online,0.6896135265700483,0.6695129022015781,0.7097141509385185,False
"RouterEval n = 5,000",honest,best learned/declared router,best_learned,3,flat_nsw_router x3,0.7729468599033816,0.7479903643481016,0.7979033554586616,False
"RouterEval n = 5,000",β=0.5 cartel,best learned/declared router,best_learned,3,flat_nsw_router x3,0.7729468599033816,0.7479903643481016,0.7979033554586616,False
"RouterEval n = 5,000",honest,best bandit,best_bandit,3,linucb_honest[bonus=own] x3,0.894927536231884,0.8778050158469108,0.9120500566168573,False
"RouterEval n = 5,000",β=0.5 cartel,best bandit,best_bandit,3,linucb_honest[bonus=own] x3,0.894927536231884,0.8778050158469108,0.9120500566168573,False
"RouterEval n = 5,000",honest,declared argmax,declared_argmax,-,declared_argmax,0.6739130434782609,0.6351714615160738,0.7126546254404479,True
"RouterEval n = 5,000",β=0.5 cartel,declared argmax,declared_argmax,-,declared_argmax,0.5567632850241546,0.51237203876935,0.6011545312789592,True
"RouterEval n = 5,000",honest,random,random,-,random,0.572463768115942,0.5504247734409485,0.5945027627909356,True
"RouterEval n = 5,000",β=0.5 cartel,random,random,-,random,0.572463768115942,0.5504247734409485,0.5945027627909356,True
LLMRouterBench n = 20,honest,MIDIAN,midian,5,midian,0.912,0.9058096052101404,0.9181903947898596,False
LLMRouterBench n = 20,honest,MIDIAN,midian,3,midian,0.8844444444444445,0.8741164888545581,0.8947724000343308,False
LLMRouterBench n = 20,honest,MIDIAN,midian,1,midian,0.8444444444444446,0.8351216991273765,0.8537671897615126,False
LLMRouterBench n = 20,β=0.5 cartel,MIDIAN,midian,5,midian,0.872,0.8513249718229102,0.8926750281770898,False
LLMRouterBench n = 20,β=0.5 cartel,MIDIAN,midian,1,midian,0.8364444444444445,0.8307527784556153,0.8421361104332737,False
LLMRouterBench n = 20,β=0.5 cartel,MIDIAN,midian,3,midian,0.8346666666666667,0.8243962488815187,0.8449370844518146,False
LLMRouterBench n = 20,honest,MIDIAN w/o defenses,midian_wo_defenses,3,midian_wo_defenses,0.8862222222222224,0.8765255892314351,0.8959188552130096,False
LLMRouterBench n = 20,β=0.5 cartel,MIDIAN w/o defenses,midian_wo_defenses,3,midian_wo_defenses,0.8106666666666666,0.7925804533783326,0.8287528799550007,False
LLMRouterBench n = 20,honest,flat probe argmax,flat_probe_argmax_online,3,flat_probe_argmax_online,0.8799999999999999,0.8713361828046141,0.8886638171953857,False
LLMRouterBench n = 20,β=0.5 cartel,flat probe argmax,flat_probe_argmax_online,3,flat_probe_argmax_online,0.8799999999999999,0.8713361828046141,0.8886638171953857,False
LLMRouterBench n = 20,honest,best learned/declared router,best_learned,3,mlp_router x5,0.9262222222222222,0.9089174023698384,0.943527042074606,False
LLMRouterBench n = 20,β=0.5 cartel,best learned/declared router,best_learned,3,mlp_router x5,0.9262222222222222,0.9089174023698384,0.943527042074606,False
LLMRouterBench n = 20,honest,best bandit,best_bandit,3,linucb_honest[bonus=own] x4; warm_start_bandit[n0=0.5] x1,0.8595555555555555,0.8527278704463389,0.866383240664772,False
LLMRouterBench n = 20,β=0.5 cartel,best bandit,best_bandit,3,linucb_honest[bonus=own] x5,0.8693333333333332,0.8560296626248037,0.8826370040418627,False
LLMRouterBench n = 20,honest,declared argmax,declared_argmax,-,declared_argmax,0.7440000000000001,0.7005079828525331,0.787492017147467,True
LLMRouterBench n = 20,β=0.5 cartel,declared argmax,declared_argmax,-,declared_argmax,0.6142222222222222,0.5522003224659046,0.6762441219785399,True
LLMRouterBench n = 20,honest,random,random,-,random,0.6897777777777779,0.6651762622167147,0.714379293338841,True
LLMRouterBench n = 20,β=0.5 cartel,random,random,-,random,0.6897777777777779,0.6651762622167147,0.714379293338841,True
